movie_id	title	genre	tag
8982	I Am David (2003)	['Drama']	['beautiful story.', 'dreadful', 'less than 300 ratings', 'at rogers video', 'beautiful story.', 'below r', 'pg']
8983	House of Flying Daggers (Shi mian mai fu) (2004)	['Action', 'Drama', 'Romance']	"['martial arts', '9th century', 'female warriors', 'forest', 'heroine', 'saturated', 'visual spectacle', 'yimou zhang', 'wuxia', 'ziyi zhang', 'spectacular action scenes', ""eric's dvds"", 'action', 'culture', 'kick-butt women', 'war', 'lots of kicking', 'bad pacing', 'overrated', 'too much cgi', 'beautiful', 'martial arts', 'spectacular action scenes', 'sexualized violence', 'beautiful', 'amazing martial arts scenes', 'horror', 'wuxia', 'yimou zhang', 'martial arts', 'beautiful', 'martial arts', 'beautiful', 'corvallis library', 'disk', 'beautiful', 'martial arts']"
8984	Ocean's Twelve (2004)	['Action', 'Comedy', 'Crime', 'Thriller']	['ensemble cast', 'hoolywood rubbish', 'gfei own it', 'great soundtrack', 'amusing', 'andy garcia', 'bernie mac', 'brad pitt', 'carl reiner', 'casey affleck', 'catherine zeta-jones', 'don cheadle', 'elliott gould', 'george clooney', 'julia roberts', 'matt damon', 'robbie coltrane', 'scott caan', 'vincent cassel', 'heist', 'brad pitt', 'george clooney', 'matt damon', 'heist', 'heist', 'sucks big time!', 'confusing plot', 'seen at the cinema', 'watched 2005', 'george clooney', 'matt damon', 'cameo:bruce willis', 'brad pitt', 'crime', 'don cheadle', 'george clooney', 'heist', 'matt damon', 'robbery', 'heist', 'ocean/beach', 'expected more', 'original good;sequel sucked', 'george clooney', 'heist', 'matt damon', 'andy garcia', 'george clooney', 'matt damon', 'confusing', 'heist', 'large cast', 'not as good as the first', 'brad pitt', 'don cheadle', 'brad pitt', 'george clooney', 'julia roberts', 'matt damon', 'bad sequel', 'actrion']
8985	Blade: Trinity (2004)	['Action', 'Fantasy', 'Horror', 'Thriller']	['sequel', 'jessica biel', 'rza (composer)', 'vampire', 'jessica biel', 'marvel', 'vampire', 'vampires', 'gothic', 'marvel', 'vampire', 'rza (composer)', 'vampire', 'vampires', 'crappy sequel', 'vampires']
8986	Bellboy, The (1960)	['Comedy']	['jerry lewis']
8987	Bush's Brain (2004)	['Documentary']	['karl rove', 'politics', 'republicans', 'republicans']
8988	Cinderfella (1960)	['Comedy']	['jerry lewis']
8989	Damn Yankees! (1958)	['Comedy', 'Musical']	"['less than 300 ratings', ""adapted from b'way"", 'adapted from:book', ""devil's bargain"", 'sport:baseball']"
8990	Delicate Delinquent, The (1957)	['Comedy']	
8991	Disorderly Orderly, The (1964)	['Comedy', 'Romance']	
8992	Errand Boy, The (1961)	['Comedy']	
8993	Family Jewels, The (1965)	['Comedy']	
8994	Ladies' Man, The (1961)	['Comedy']	['jerry lewis', 'jerry lewis']
8995	Patsy, The (1964)	['Comedy']	
8996	Stateside (2004)	['Drama']	
8997	Stooge, The (1953)	['Comedy']	
8998	That's Entertainment (1974)	['Documentary']	['in netflix queue', '70mm']
8999	That's Entertainment, Part II (1976)	['Documentary']	['70mm']
9000	That's Entertainment! III (1994)	['Documentary']	['netflix']
9001	Wackiest Ship in the Army, The (1960)	['Comedy', 'War']	
9002	Alexander the Great (1956)	['Drama']	['less than 300 ratings', 'biography', 'history']
9003	Conquest of Space (1955)	['Sci-Fi']	
9004	D.A.R.Y.L. (1985)	['Adventure', 'Children', 'Sci-Fi']	"[""can't remember"", 'nostalgia']"
9005	Fire in the Sky (1993)	['Drama', 'Mystery', 'Sci-Fi']	
9006	Garden of Allah, The (1936)	['Drama']	
9007	I'll Be Seeing You (1944)	['Drama']	
9008	Invisible Man Returns, The (1940)	['Horror', 'Sci-Fi']	['invisibility']
9009	Last Minute, The (2001)	['Drama', 'Mystery', 'Thriller']	
9010	Love Me If You Dare (Jeux d'enfants) (2003)	['Drama', 'Romance']	"['bibliothek', ""tumey's dvds"", 'netflix', 'comraderie', 'dare', 'france', 'friendship', 'merry-go-round', 'romance']"
9011	Portrait of Jennie (1948)	['Drama', 'Fantasy', 'Mystery', 'Romance']	['ethel barrymoore', 'william holden', 'jennifer jones', 'joseph cotton']
9012	Ruby Gentry (1952)	['Drama']	
9013	Secret Honor (1984)	['Drama']	['less than 300 ratings', 'less than 300 ratings', 'criterion', 'robert altman', 'less than 300 ratings', 'nixon']
9014	Since You Went Away (1944)	['Drama', 'War']	['less than 300 ratings']
9015	Slipping-Down Life, A (1999)	['Drama', 'Romance']	
9016	Splatter University (1984)	['Horror']	
9017	Twist (2003)	['Drama']	['based on a book', 'charles dickens']
9018	Control Room (2004)	['Documentary', 'War']	['mnm', 'documentary', 'journalism', 'iraq', 'iraq war', 'journalism', 'media politics', 'al-jazeera', 'al-jazeera', 'documentary critique', 'iraq', 'iraq war', 'journalism', 'media', 'media politics', 'news media', 'nr', 'qatar', 'documentary', 'critique of journalism', 'documentary critique', 'news media', 'iraq', 'journalism', 'media', 'nr', 'to-rent']
9019	Celsius 41.11: The Temperature at Which the Brain... Begins to Die (2004)	['Documentary']	
25736	Dr. Jekyll and Mr. Hyde (1920)	['Drama', 'Horror', 'Sci-Fi']	['based on a book', 'robert louis stevenson', 'based on a book', 'adapted from:book', 'alter ego', 'author:robert louis stevenson']
25737	Golem, The (Der Golem, wie er in die Welt kam) (1920)	['Fantasy', 'Horror']	
25744	HÃ¤xan: Witchcraft Through the Ages (1922)	['Horror']	['dvd-video']
25746	Hunchback of Notre Dame, The (1923)	['Drama', 'Horror']	['to see', 'scary movies to see on halloween', 'less than 300 ratings']
25750	Sherlock Jr. (1924)	['Comedy', 'Fantasy', 'Romance']	['buster keaton', 'silent', 'national film registry', 'afi 100 (laughs)', 'easygoing', 'madcap', 'silent', 'easygoing', 'goofy', 'humorous', 'madcap', 'stylized', 'witty', 'silent', 'dvd-video', 'library vhs', 'afi 100 (laughs)']
25752	Freshman, The (1925)	['Comedy']	['harold lloyd', 'easily confused with other movie(s) (title)', 'national film registry', 'less than 300 ratings', 'afi 100 (laughs)']
25753	Greed (1924)	['Drama']	"['gold', 'greed', 'national film registry', 'troubled production', 'epic', 'powerful', 'stroheim', 'major recutting', ""tumey's dvds"", 'stroheim']"
25755	Phantom of the Opera, The (1925)	['Drama', 'Horror']	"['based on a book', 'lon chaney', 'universal horror', 'national film registry', ""erlend's dvds"", 'based on a book', 'lon chaney', 'afi 100 (thrills)']"
25757	Jazz Singer, The (1927)	['Drama', 'Musical', 'Romance']	['easily confused with other movie(s) (title)', 'national film registry', 'afi 100', 'afi 100 (movie quotes)']
25759	Ten Days That Shook the World (Oktyabr) (1928)	['Drama', 'War']	
25762	Unknown, The (a.k.a. Alonzo the Armless) (1927)	['Drama', 'Horror', 'Romance']	"[""erlend's dvds"", 'joan crawford', 'lon chaney', 'tod browning']"
25763	Pandora's Box (Die BÃ¼chse der Pandora) (1929)	['Drama']	"['german expressionism', 'louise brooks', 'to see', 'supremely sexy', 'janus 50', 'grim', 'sensual', 'sexual', 'sexy', 'stylized', 'criterion', 'german expressionism', 'facebook rec', 'easily confused with other movie(s) (title)', 'dvd-video', ""sven's to see list""]"
25764	Cameraman, The (1928)	['Comedy', 'Drama', 'Romance']	['not available from netflix', 'buster keaton', 'national film registry', 'less than 300 ratings', 'buster keaton', 'dvd-r', 'dvd-ram', 'dvd-r']
25766	Crowd, The (1928)	['Drama']	"['national film registry', 'usa film registry', ""tumey's dvds""]"
25769	Steamboat Bill, Jr. (1928)	['Comedy', 'Romance']	['buster keaton', 'class differences', 'hurricane', 'mass transport', 'stunts', 'underdog', 'dvd-video']
25771	Andalusian Dog, An (Un chien andalou) (1929)	['Fantasy']	['nudity (topless)', 'short', 'to see', 'bunuel', 'classic', 'dali', 'dreams', 'experimental', 'surreal', 'surrealism', 'nudity (topless)']
25773	Little Caesar (1931)	['Crime', 'Drama']	['national film registry', 'afi 100 (movie quotes)']
25774	Ãge d'or, L' (1930)	['Comedy', 'Drama', 'Fantasy', 'Romance']	
25777	Monkey Business (1931)	['Comedy']	['marx brothers', 'afi 100 (laughs)', 'marx brothers', 'marx brothers', 'corvallis library', 'afi 100 (laughs)']
25782	Boudu Saved From Drowning (Boudu sauvÃ© des eaux) (1932)	['Comedy']	
25783	Doctor X (1932)	['Horror', 'Thriller']	
25788	Scarface (1932)	['Crime', 'Drama', 'Film-Noir']	['emerson must see', 'not available from netflix', 'library vhs', 'national film registry', 'sure thing', 'remade', 'not corv lib']
25789	Shanghai Express (1932)	['Adventure', 'Drama', 'Romance']	
25793	Vampyr (1932)	['Fantasy', 'Horror']	['scary movies to see on halloween']
25795	Dinner at Eight (1933)	['Comedy', 'Drama', 'Romance']	['afi 100 (laughs)']
25797	Gold Diggers of 1933 (1933)	['Musical']	['national film registry']
25798	Island of Lost Souls (1932)	['Adventure', 'Horror', 'Romance', 'Sci-Fi']	
25802	Son of Kong, The (1933)	['Action', 'Adventure', 'Horror']	
25805	Atalante, L' (1934)	['Comedy', 'Drama', 'Romance']	['lyrical', 'stylized', 'whimsical', 'fanciful', 'lyrical', 'stylized', 'whimsical']
25807	Black Cat, The (1934)	['Adventure', 'Crime', 'Horror', 'Thriller']	
25825	Fury (1936)	['Drama', 'Film-Noir']	['revenge', 'easily confused with other movie(s) (title)', 'lynching']
25826	Libeled Lady (1936)	['Comedy', 'Romance']	['screwball comedy', 'in netflix queue', 'screwball comedy', 'playlist', 'in netflix queue', 'in netflix queue']
25827	Mr. Deeds Goes to Town (1936)	['Comedy', 'Romance']	['oscar (best directing)', 'afi 100 (cheers)', 'afi 100 (laughs)', 'oscar (best directing)', 'favourite', 'douglass dumbrille', 'gary cooper', 'george bancroft', 'jean arthur', 'lionel stander', 'afi 100 (cheers)', 'afi 100 (laughs)', 'oscar (best directing)']
25828	Petrified Forest, The (1936)	['Crime', 'Drama']	['based on a play', '?adapted from:book']
25832	Wife vs. Secretary (1936)	['Comedy', 'Drama', 'Romance']	
25833	Camille (1936)	['Drama', 'Romance']	['greta garbo', 'courtesan', 'jmq', 'greta garbo', 'greta garbo']
25835	Dead End (1937)	['Crime', 'Drama']	['hulu', 'less than 300 ratings']
25839	Nothing Sacred (1937)	['Comedy', 'Romance']	['subscription']
25840	Prisoner of Zenda, The (1937)	['Action', 'Adventure', 'Romance']	['national film registry']
25841	Stage Door (1937)	['Drama']	['show business']
25850	Holiday (1938)	['Comedy', 'Drama', 'Romance']	"['cary grant', 'katherine hepburn', 'cary grant&katherine hepburn', ""tumey's dvds"", 'old']"
25855	Roaring Twenties, The (1939)	['Crime', 'Drama', 'Thriller']	"['in netflix queue', 'drinking', 'economic depression', 'end of war', 'fall from power', 'lawyers', 'legislation', 'library', 'montage sequence', 'singing', 'speakeasy', 'taxi driver', 'underground economy', 'movielens top pick', '1920s', 'alcohol', 'gangsters', 'movielens top pick', 'narrated', 'new york city', 'nightclub', 'prohibition', 'seen 2006', 'taxi cabs', 'unemployment', 'veterans', 'warner bros', 'world war i', ""tumey's dvds"", 'old']"
25856	Wuthering Heights (1939)	['Drama', 'Romance']	['hulu', 'national film registry', 'book', 'oscar (best cinematography)', 'adapted from:book', 'oscar (best cinematography)', 'afi #73', 'adapted from:book', 'afi 100', 'oscar (best cinematography)']
25865	Letter, The (1940)	['Drama', 'Film-Noir']	['bette davis', 'in netflix queue', 'letters']
25866	Sea Hawk, The (1940)	['Action', 'Adventure', 'Romance']	['errol flynn', 'less than 300 ratings', 'atmospheric', 'rousing', 'sweeping', 'less than 300 ratings']
25868	Ball of Fire (1941)	['Comedy', 'Romance']	['barbara stanywick', 'howard hawkes', 'screwball comedy', 'jmq', 'afi 100 (laughs)', 'playlist', 'screwball comedy', 'j netflix', 'old', 'afi 100 (laughs)']
25870	Here Comes Mr. Jordan (1941)	['Comedy', 'Fantasy', 'Romance']	['less than 300 ratings', 'angelic intervention', 'fate vs. free will', 'ghosts/afterlife', 'remakeof:here comes mr. jordan', 'que espere o ceu']
25878	Across the Pacific (1942)	['Action', 'Adventure', 'Romance', 'War']	
25885	Prelude to War (Why We Fight, 1) (1943)	['Documentary', 'War']	['adolf hitler', 'air force', 'deprivation of freedom', 'disney', 'ethnic conflict', 'eugenics', 'fascism', 'free to download', 'freedom', 'good versus evil', 'google video', 'historically inaccurate', 'history', 'indoctrination', 'internet archive', 'legislation', 'manchurian', 'mass behavior', 'my addition to ml', 'narrated', 'national film registry', 'nazis', 'news media', 'oscar (best documentary feature)', 'political', 'political unrest', 'propaganda', 'racism', 'religion', 'stereotypes', 'subordination', 'symbolism', 'third reich', 'usa', 'well done', 'why we fight series', 'world politics', 'world war ii']
25886	Random Harvest (1942)	['Drama', 'Romance']	['made me cry', 'amnesia', 'insane asylum', 'playlist', 'friends should see', 'moving', 'quite romantic']
25888	Action in the North Atlantic (1943)	['Action', 'War']	['less than 300 ratings']
25891	Heaven Can Wait (1943)	['Comedy', 'Fantasy', 'Romance']	['ghosts reincarnation', 'adapted from:play', 'adultery', 'autobiographical view', 'avuncular grandfather-figure', 'bechdel test:fail', 'ghosts/afterlife', 'infidelity', 'facebook rec', 'wonderful light touch']
25893	Memphis Belle: A Story of a Flying Fortress, The (1944)	['Documentary', 'War']	['national film registry']
25898	Day of Wrath (Vredens dag) (1943)	['Drama']	['not available from netflix', 'criterion', 'bleak', 'confrontational', 'disturbing', 'downbeat']
25899	Cover Girl (1944)	['Comedy', 'Musical']	['musical', 'gene kelly']
25900	Curse of the Cat People, The (1944)	['Drama', 'Fantasy', 'Horror']	
25901	Henry V (1944)	['Drama', 'War']	['shakespeare', 'criterion']
25903	Mask of Dimitrios, The (1944)	['Crime', 'Drama', 'Film-Noir', 'Mystery']	['less than 300 ratings']
25904	Ministry of Fear (1944)	['Drama', 'Film-Noir', 'Thriller']	['less than 300 ratings', 'fritz lang']
25905	Miracle of Morgan's Creek, The (1944)	['Comedy', 'Romance']	['national film registry']
25906	Mr. Skeffington (1944)	['Drama', 'Romance']	['less than 300 ratings']
25908	Passage to Marseille (1944)	['Adventure', 'Drama', 'War']	['less than 300 ratings']
25914	Ivan the Terrible, Part One (Ivan Groznyy I) (1944)	['Drama']	
25916	They Were Expendable (1945)	['Drama', 'War']	['forceful', 'gritty', 'menacing', 'military life', 'passionate', 'rousing', 'somber', 'tense', 'war at sea', 'less than 300 ratings', 'world war ii']
25923	Great Expectations (1946)	['Drama']	"['based on a book', 'library', 'book', 'oscar (best cinematography)', 'criterion', 'imdb top 250', 'charles dickens', 'literary adaptation', 'author:charles dickens', 'literary adaptation', 'oscar (best cinematography)', 'adapted from:book', 'author:charles dickens', ""tumey's dvds""]"
25924	Humoresque (1946)	['Drama', 'Film-Noir', 'Romance']	
25927	Stranger, The (1946)	['Drama', 'Film-Noir', 'Thriller']	"['recorded', 'tcm', 'murder', 'nazis', 'neither cc nor eng subtitles', ""tumey's dvds"", 'orson welles', 'movie to see']"
25929	Nightmare Alley (1947)	['Drama', 'Film-Noir']	
25930	Odd Man Out (1947)	['Crime', 'Drama', 'Film-Noir', 'Thriller']	['tcm', 'less than 300 ratings']
25931	Road to Rio (1947)	['Adventure', 'Comedy', 'Musical', 'Romance']	
25934	3 Godfathers (1948)	['Drama', 'Western']	['john wayne']
25937	Easter Parade (1948)	['Musical', 'Romance']	
25938	Fort Apache (1948)	['Western']	['shirley temple', 'john wayne']
25940	Lady from Shanghai, The (1947)	['Drama', 'Film-Noir', 'Mystery']	"['marlene dietrich', 'mirrors', ""erlend's dvds"", 'atmospheric', 'bleak', 'chilly', 'cons and scams', 'cynical', 'dangerous attraction', 'femmes fatales', 'menacing', 'miscarriage of justice', 'treacherous spouses', 'orson welles', 'hw classics', 'not corv lib']"
25941	Letter from an Unknown Woman (1948)	['Drama', 'Romance']	['national film registry']
25942	Louisiana Story (1948)	['Drama']	['national film registry']
25943	Naked City, The (1948)	['Crime', 'Drama', 'Film-Noir', 'Mystery']	['national film registry', 'less than 300 ratings', 'netflix']
25945	They Live by Night (1948)	['Crime', 'Film-Noir', 'Romance']	['less than 300 ratings']
25946	Three Musketeers, The (1948)	['Action', 'Adventure', 'Drama', 'Romance']	
25947	Unfaithfully Yours (1948)	['Comedy']	['edgar kennedy', 'linda darnell', 'preston sturges', 'rex harrison']
25951	In the Good Old Summertime (1949)	['Musical']	['musical', 'buster keaton', 'judy garland']
25952	Letter to Three Wives, A (1949)	['Comedy', 'Drama']	['in netflix queue', 'letters', 'oscar (best directing)', 'excellent old movie']
25954	Orpheus (OrphÃ©e) (1950)	['Drama', 'Fantasy', 'Romance']	['criterion', 'atmospheric', 'eerie', 'lyrical', 'meditative', 'reflective', 'stylized', 'jean cocteau']
25960	Enfants Terribles, Les (1950)	['Drama']	
25961	Gunfighter, The (1950)	['Action', 'Western']	['gregory peck', 'gregory peck', 'less than 300 ratings', 'genre:western noir']
25962	King Solomon's Mines (1950)	['Action', 'Adventure', 'Romance']	['less than 300 ratings', 'pulp']
25963	Olvidados, Los (1950)	['Crime', 'Drama']	"['bfi classic', 'library vhs', ""sven's to see list""]"
25964	Scandal (Shubun) (1950)	['Drama']	['akira kurosawa', 'toshiro mifune', 'courtroom', 'father-daughter relationship', 'honesty']
25971	Carrie (1952)	['Drama', 'Romance']	['less than 300 ratings', 'easily confused with other movie(s) (title)']
25975	Life of Oharu, The (Saikaku ichidai onna) (1952)	['Drama']	['toshiro mifune']
25977	Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953)	['Comedy', 'Horror', 'Mystery', 'Sci-Fi']	
25993	Magnificent Obsession (1954)	['Drama', 'Romance']	"['less than 300 ratings', ""sven's to see list""]"
25995	Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954)	['Action', 'Adventure', 'Drama']	['criterion', 'atmospheric', 'lyrical', 'rousing', 'sweeping', 'tense', 'have but not seen', 'criterion', 'japan', 'toshiro mifune']
25996	Star is Born, A (1954)	['Drama', 'Musical']	['emerson must see', 'national film registry', 'best performance:  judy garland as esther blodgett aka vicki lester', 'best performance:  judy garland as esther blodgett aka vicki lester', 'streisand', 'major recutting', 'facebook rec', 'streisand']
25999	Wild One, The (1953)	['Drama']	['motorcycle', 'marlon brando', 'marlon brando', 'marlon brando']
26002	Mr. Arkadin (Confidential Report) (1955)	['Crime', 'Drama', 'Mystery', 'Thriller']	['orson welles', 'criminal', 'espionage', 'europe', 'megalomania', 'money', 'power', 'spying', 'suspense', 'wealth']
26005	Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: IchijÃ´ji no kettÃ´) (1955)	['Action', 'Adventure', 'Drama']	['criterion', 'criterion', 'japan', 'toshiro mifune']
26007	Unknown Soldier, The (Tuntematon sotilas) (1955)	['Drama', 'War']	['based on a book', 'library', 'rare', 'less than 300 ratings', 'based on a book', 'based on a book', 'rare', 'based on a book', 'finland', 'finnish', 'not available from netflix']
26012	Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettÃ´ GanryÃ»jima) (1956)	['Action', 'Adventure', 'Drama']	['criterion', 'toshiro mifune', 'criterion', 'japan', 'toshiro mifune', 'library vhs']
26038	Teacher's Pet (1958)	['Comedy', 'Romance']	['less than 300 ratings']
26048	Human Condition II, The (Ningen no joken II) (1959)	['Drama', 'War']	['japan', 'masaki kobayashi', 'tatsuya nakadai']
26049	Fires on the Plain (Nobi) (1959)	['Drama', 'War']	['dvd-video']
26052	Pickpocket (1959)	['Crime', 'Drama']	['netflix', 'deliberate', 'enigmatic', 'meditative', 'reflective', 'stylized', 'the prediction was way off', 'robert bresson']
26055	Floating Weeds (Ukigusa) (1959)	['Drama']	['janus 50', 'affectionate', 'elegiac', 'heartwarming', 'intimate', 'warm', 'criterion', 'japan', 'yasujiro ozu', 'dvd-video', 'not corv lib']
26059	When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960)	['Drama']	['tatsuya nakadai']
26064	Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)	['Drama', 'Thriller']	"['kurosawa', 'businessman', 'corporate', 'corruption', 'deceased family member', 'funeral', 'hamlet', 'library', 'members of the press', 'play.com', 'postwar', 'revenge', 'shakespearean', 'siblings', 'to see', 'wedding', 'whistling', 'criterion', 'akira kurosawa', 'japan', 'toshiro mifune', 'dvd-r', 'dvd-ram', 'kurosawa', ""sven's favorite films""]"
26067	Deadly Companions, The (1961)	['Western']	
26073	Human Condition III, The (Ningen no joken III) (1961)	['Drama', 'War']	['japan', 'masaki kobayashi', 'tatsuya nakadai']
26078	Advise and Consent (1962)	['Drama']	['senate president confirmation politics', 'less than 300 ratings', 'library vhs']
26079	David and Lisa (1962)	['Drama']	
26082	Harakiri (Seppuku) (1962)	['Drama']	['to see', 'movielens top pick', 'samurai', 'austere', 'bleak', 'crisis of conscience', 'down on their luck', 'downbeat', 'tense', 'edo', 'samurai', 'movielens top pick', 'japanese', 'old', 'edo', 'revenge', 'ronin', 'samurai', 'suicide', 'japan', 'masaki kobayashi', 'tatsuya nakadai', 'corvallis library']
26084	Music Man, The (1962)	['Children', 'Comedy', 'Musical', 'Romance']	"['national film registry', ""adapted from b'way"", 'buddy hackett', 'hermoine gingold', 'paul ford', 'robert preston', 'shirley jones', 'robert preston', 'classic']"
26085	Mutiny on the Bounty (1962)	['Adventure', 'Drama']	['not available from netflix', 'anstrengend', 'marlon brando', 'marlon brando', 'trevor howard', '70mm', 'corvallis library']
26094	Eclipse (L'Eclisse) (1962)	['Drama']	['antonioni', 'deliberate', 'meditative', 'reflective', 'somber', 'criterion', 'antonioni', 'corvallis library', 'netflix', 'netflixbacklist']
26096	Cardinal, The (1963)	['Drama']	
26101	McLintock! (1963)	['Comedy', 'Western']	"['western comedy', 'less than 300 ratings', ""tumey's dvds"", 'john wayne', ""maureen o'hara"", 'patrick wayne', 'stephanie powers', 'yvonne de carlo']"
26106	New Kind of Love, A (1963)	['Comedy']	
26107	Prize, The (1963)	['Drama', 'Mystery', 'Thriller']	
26110	36 Hours (1965)	['Thriller', 'War']	
26111	Becket (1964)	['Drama']	"['king henry; henry ii; england; royalty; pope;', 'less than 300 ratings', 'pg13', 'john gielgud', ""peter o'toole"", 'richard burton']"
26112	Behold a Pale Horse (1964)	['Drama', 'War']	
26113	Best Man, The (1964)	['Comedy', 'Drama']	
26116	Hush... Hush, Sweet Charlotte (1964)	['Horror', 'Thriller']	"['fabulous', 'agnes moorehead', 'bette davis', 'oliva de havilland', 'netwatch', 'less than 300 ratings', 'noir', 'hw classics', 'not corv lib', ""sven's to see list""]"
26117	Killers, The (1964)	['Action', 'Crime', 'Drama', 'Film-Noir', 'Thriller']	['ernest hemingway', 'easily confused with other movie(s) (title)', 'hit men', 'hit men']
26119	Naked Kiss, The (1964)	['Drama']	['criterion', 'angry', 'bleak', 'disturbing', 'gloomy', 'ominous', 'tense', 'criterion']
26122	Onibaba (1964)	['Drama', 'Horror', 'War']	"[""erlend's dvds"", 'atmospheric', 'disturbing', 'eerie', 'enigmatic', 'ominous', 'stylized', 'so cool', 'j netflix', 'atmospheric', 'samurai']"
26123	Robin and the 7 Hoods (1964)	['Comedy', 'Crime', 'Musical']	
26124	Robinson Crusoe on Mars (1964)	['Sci-Fi']	
26128	What a Way to Go! (1964)	['Comedy', 'Musical', 'Romance']	
26131	Battle of Algiers, The (Bataille d'Alger, La) (1966)	['Drama', 'War']	['terrorism', 'in netflix queue', 'library', 'on dvr', 'criterion', 'imdb top 250', 'colonialism', 'historical', 'forceful', 'gritty', 'harsh', 'matter-of-fact', 'visceral', 'owned', 'torture (scene)', 'waterboarding', 'in netflix queue', 'nr', 'terrorism', 'jihad', 'colonial power', 'french movie', 'historical', 'terrorism', 'in netflix queue', 'dvd-r', 'dvd-ram', 'revolutionary']
26133	Charlie Brown Christmas, A (1965)	['Animation', 'Children', 'Comedy']	['christmas', 'library vhs', 'christmas', 'xmas theme']
26134	Dracula: Prince of Darkness (1966)	['Horror', 'Mystery']	['hammer film productions']
26136	Hallelujah Trail, The (1965)	['Comedy', 'Western']	['70mm', 'ultra panavision 70']
26138	Hill, The (1965)	['Drama', 'War']	['sean connery', 'less than 300 ratings', 'ian bannen', 'ossie davis', 'sidney lumet']
26139	In Harm's Way (1965)	['Drama', 'War']	['nudity (topless - brief)', 'nudity (topless)', 'less than 300 ratings', 'nudity (topless - brief)', 'john wayne', 'kirk douglas', 'john wayne', 'kirk douglas']
26142	Major Dundee (1965)	['Adventure', 'War', 'Western']	
26144	Operation Crossbow (1965)	['Action', 'Adventure', 'War']	
26147	Thousand Clowns, A (1965)	['Comedy', 'Drama', 'Romance']	['top ten']
26148	Train, The (1964)	['Action', 'Thriller', 'War']	['trains', 'war']
26150	Andrei Rublev (Andrey Rublyov) (1969)	['Drama', 'War']	['biblical', 'iconography', 'library vhs', 'painter', 'reconciling', 'vow of silence', 'criterion', 'masterpiece', '15th century', 'atmospheric', 'deliberate', 'iconography', 'mosfilm', 'painting', 'religion', 'russia', 'atmospheric', 'deliberate', 'disturbing', 'downbeat', 'meditative', 'somber', 'intelligent', 'russian', 'tarkovsky']
26151	Au Hasard Balthazar (1966)	['Drama']	"['donkey', 'depressing', 'austere', 'deliberate', 'reflective', 'understated', 'robert bresson', ""tumey's dvds"", ""sven's to see list""]"
26152	Batman (1966)	['Action', 'Adventure', 'Children', 'Comedy']	['super-hero', 'action', 'super-hero', 'funny', 'superhero', 'alter ego', 'batman', 'camp', 'super-hero', 'fun', 'adapted from:comic', 'alter ego', 'batman (series)', 'villain:penguin', 'dc comics', 'adam west', 'hilarious', 'sound effects', 'cult film', 'super-hero', 'camp', 'dc', 'superhero', 'camp', 'super-hero']
26155	Khartoum (1966)	['Action', 'Adventure', 'Drama', 'War']	['hulu', 'less than 300 ratings', 'jihad']
26158	Closely Watched Trains (Ostre sledovanÃ© vlaky) (1966)	['Comedy', 'Drama', 'War']	['sexual discovery', 'criterion', 'nudity (rear)', 'nudity (rear)', 'betamax', 'dvd-r']
26159	Tokyo Drifter (TÃ´kyÃ´ nagaremono) (1966)	['Action', 'Crime', 'Drama']	
26163	Don't Look Back (1967)	['Documentary', 'Musical']	['bob dylan', 'national film registry']
26170	Bride Wore Black, The (La MariÃ©e Ã©tait en noir) (1968)	['Crime', 'Drama']	['nudity (topless - brief)']
26171	Play Time (a.k.a. Playtime) (1967)	['Comedy']	['jacques tati', 'criterion', 'deadpan', 'humorous', 'satirical', 'stylized', 'wry', 'urban life and every day stupid funny things you see.', 'my movies', '70mm']
26172	Point Blank (1967)	['Action', 'Crime', 'Drama', 'Thriller']	['hallucinatory', 'menacing', 'tense', 'visceral', 'metaphysical', 'remadeas:payback(1999)', 'remakeof:point blank(1967)', 'remade', 'movie lens mis-recommendation (1.5)', 'nr', 'nr (r)', 'nudity', 'nudity (topless - brief)', 'violent']
26174	Shooting, The (1967)	['Western']	['jack nicholson']
26176	Titicut Follies (1967)	['Documentary', 'Drama']	
26178	Two for the Road (1967)	['Comedy', 'Drama', 'Romance']	['kubrick', 'movielens top pick', 'less than 300 ratings']
26181	War Wagon, The (1967)	['Action', 'Western']	['less than 300 ratings', 'john wayne', 'john wayne', 'kirk douglas']
26185	Dracula Has Risen from the Grave (1968)	['Horror', 'Romance', 'Thriller']	['hammer film productions']
26187	Head (1968)	['Comedy', 'Fantasy', 'Musical']	
26189	I Love You, Alice B. Toklas! (1968)	['Comedy']	
26198	Yours, Mine and Ours (1968)	['Children', 'Comedy']	['henry fonda', 'lucille ball']
26199	Alice's Restaurant (1969)	['Comedy', 'Drama']	['nudity (topless)', 'nudity (topless - brief)', 'arlo guthrie', 'thanksgiving', 'dvd-r']
26203	Colossus: The Forbin Project (1970)	['Sci-Fi', 'Thriller']	"[""can't remember"", 'less than 300 ratings', 'evil computer', 'evil computer']"
26208	My Night At Maud's (Ma Nuit Chez Maud) (1969)	['Comedy', 'Romance']	
